v1,v2,encoding,v2_clean,v2_encoded
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,0,hard true amp express love someonethat hurt leave seperatedö´ó_û¬ud evening,"[411, 303, 70, 2078, 11, 8096, 229, 45, 8097, 8098, 256]"
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,babe think brolly leave english wil bring 2mrw luv franxx,"[68, 14, 8099, 45, 1296, 415, 160, 1297, 211, 8100]"
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0,hi babe thank welli want bed hope soon love kiss xxx,"[29, 68, 54, 8101, 7, 228, 36, 96, 11, 199, 224]"
ham,So gd got free ice cream... I oso wan...,0,gd free ice cream oso wan,"[475, 2, 834, 1517, 331, 110]"
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,pls prometazine syrup 5mls min later feed,"[47, 8102, 8103, 8104, 69, 28, 8105]"
ham,So how many days since then?,0,day,[8]
ham,Dear are you angry i was busy dear,0,dear angry busy dear,"[46, 416, 388, 46]"
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,0,yup msg tat yijue tot group mate cos meet today mah askin ì _ leave early wat mah cos mayb ì _ haf walk far,"[155, 60, 1130, 942, 364, 1121, 260, 76, 35, 24, 550, 1120, 33, 45, 132, 48, 550, 76, 584, 33, 329, 253, 464]"
ham,... Are you in the pub?,0,pub,[423]
ham,There is a first time for everything :),0,time,[10]
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,daddy shu shu look wan tell ure singapore wat,"[885, 3604, 3604, 84, 110, 13, 719, 8106, 48]"
ham,I ask if u meeting da ge tmr nite...,0,ask meet da ge tmr nite,"[31, 35, 32, 710, 265, 346]"
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0,gr8 handle victoria island traffic plus album,"[391, 1734, 8107, 1371, 3019, 308, 3023]"
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0,nite nite pocay wocay luv thing 4eva promise ring 2morrowxxxx,"[346, 346, 8108, 8109, 211, 39, 3586, 541, 347, 8110]"
ham,East coast,0,east coast,"[3364, 3544]"
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,0,chicken broth want raman,"[2033, 8111, 7, 8112]"
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,slave want 3 picture today bright light cell phone bright light,"[895, 7, 77, 872, 24, 1651, 466, 1023, 25, 1651, 466]"
ham,Nope. I just forgot. Will show next week,0,nope forgot week,"[500, 552, 27]"
ham,So how are you really. What are you up to. How's the masters. And so on.,0,master,[1694]
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,bruce amp fowler mom car park long story,"[3314, 70, 8113, 354, 147, 523, 127, 361]"
ham,I dont know oh. Hopefully this month.,0,oh hopefully month,"[42, 1237, 154]"
ham,"Hi elaine, is today's meeting confirmed?",0,hi elaine todays meeting confirm,"[29, 3380, 374, 405, 543]"
ham,Ok k..sry i knw 2 siva..tats y i askd..,0,ok ksry knw sivatat askd,"[3, 8114, 438, 8115, 602]"
ham,"Sorry, I'll call later",0,sorry ill later,"[21, 9, 28]"
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0,horrible gal dat wif yest ask,"[1369, 537, 176, 270, 1324, 31]"
ham,Otherwise had part time job na-tuition..,0,time job natuition,"[10, 145, 2065]"
ham,Oh yeah! And my diet just flew out the window,0,oh yeah diet fly window,"[42, 66, 1336, 1385, 1479]"
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,santa little like santa xmas eve 09058094583 book time,"[1751, 252, 6, 1751, 377, 396, 8116, 181, 10]"
ham,You didnt complete your gist oh.,0,complete gist oh,"[609, 2660, 42]"
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,er yeah 1526 sorry tell pubcafe sit wen,"[1424, 66, 8117, 21, 13, 8118, 162, 312]"
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0,time tonight cool text,"[10, 99, 164, 12]"
ham,If I was I wasn't paying attention,0,pay attention,"[133, 8119]"
ham,Thanx a lot 4 ur help!,0,thanx lot help,"[245, 122, 103]"
ham,You're gonna have to be way more specific than that,0,way specific,"[55, 3138]"
ham,Jesus armand really is trying to tell everybody he can find,0,jesus armand try tell everybody find,"[1352, 1218, 41, 13, 2115, 61]"
ham,I'm wif him now buying tix lar...,0,wif buy tix lar,"[270, 74, 8120, 177]"
ham,Mode men or have you left.,0,mode man leave,"[813, 112, 45]"
ham,Am slow in using biola's fne,0,slow biolas fne,"[568, 8121, 8122]"
ham,"\What are youdoing later? Sar xxx\""""",0,\what youdoe later sar xxx\,"[1695, 8123, 28, 2817, 224]"
ham,Hey i've booked the 2 lessons on sun liao...,0,hey ve book lesson sun liao,"[44, 56, 181, 285, 472, 206]"
ham,Thank you. do you generally date the brothas?,0,thank generally date brothas,"[54, 1947, 183, 2140]"
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0,way sure train worc foregate street shrub hill fun night,"[55, 85, 533, 8124, 8125, 855, 8126, 1412, 223, 37]"
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,think d watch cos kind thing get4an18th love,"[14, 118, 88, 76, 470, 39, 8127, 11]"
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,win guarantee 32000 award maybe å£1000 cash claim award free 0800 18 + legitimat efreefone number wat think,"[22, 126, 8128, 91, 243, 203, 78, 38, 91, 2, 547, 130, 8129, 8130, 51, 48, 14]"
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,good morning repair shopthe reason hour,"[4, 73, 1817, 8131, 421, 119]"
ham,"And that's fine, I got enough bud to last most of the night at least",0,fine bud night,"[141, 1561, 37]"
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0,good journey let need receipt shall tell like pendent,"[4, 1525, 65, 15, 1176, 220, 13, 6, 8132]"
ham,So that takes away some money worries,0,away money worry,"[307, 105, 230]"
ham,"aight we can pick some up, you open before tonight?",0,aight pick open tonight,"[219, 62, 410, 99]"
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",1,late news police station toilet steal cop,"[57, 427, 920, 1020, 8133, 1865, 8134]"
ham,Sac needs to carry on:),0,sac need carry,"[3373, 15, 2179]"
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0,sing hu think important find female place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl,"[1152, 8135, 14, 291, 61, 1800, 95, 1671, 2259, 1450, 103, 8136, 39, 6, 363, 25, 107, 2266, 8137, 3298, 31, 762, 125]"
ham,What???? Hello wats talks email address?,0,hello wat talk email address,"[120, 48, 98, 385, 358]"
ham,Except theres a chick with huge boobs.,0,chick huge boob,"[8138, 3160, 8139]"
ham,Im just wondering what your doing right now?,0,wonder right,"[319, 59]"
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,0,wish beautiful day moment reveal thing smile enjoy,"[87, 383, 8, 566, 734, 39, 86, 153]"
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",1,\for sparkling shopping break 45 person 0121 2025050 visit wwwshortbreaksorguk\,"[8140, 8141, 578, 332, 8142, 137, 8143, 8144, 471, 8145]"
ham,Arun can u transfr me d amt,0,arun transfr amt,"[2159, 3055, 1287]"
ham,"Sorry, I'll call later",0,sorry ill later,"[21, 9, 28]"
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,0,hear loud scream minute cause gyno shove thing belong,"[157, 1790, 572, 123, 357, 8146, 2264, 39, 3243]"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1,december mobile 11mths+ entitle update late colour camera mobile free mobile update co free 08002986906,"[1267, 23, 772, 1095, 284, 57, 309, 188, 23, 2, 23, 284, 925, 2, 1506]"
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,0,ok thk wan wat,"[3, 128, 110, 48]"
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,txt 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv,"[16, 3550, 38, 687, 77, 119, 98, 10, 143, 25, 3551, 840, 3552, 116, 3553, 8147]"
ham,U GOIN OUT 2NITE?,0,goin 2nite,"[368, 816]"
ham,I will treasure every moment we spend together...,0,treasure moment spend,"[8148, 566, 343]"
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,0,shall bring bottle wine amuse joke û÷ll bring,"[220, 160, 2351, 606, 3601, 443, 1551, 160]"
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1,httptms widelivecomindex wmlid=820554ad0a1705572711first = trueåác ringtoneåá,"[3474, 3475, 3476, 8149, 8150, 8151]"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,garden ready summer free selection summer bulb seed worth å£3350 scotsman saturday stop go2 notxtcouk,"[3587, 165, 732, 2, 1265, 732, 3588, 3589, 434, 3590, 3591, 450, 20, 3592, 3593]"
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",1,urgent weekend draw win å£1000 cash spanish holiday 09050000332 claim tc rstm sw7 3ss 150ppm,"[93, 171, 149, 22, 203, 78, 1805, 150, 8152, 38, 322, 2616, 2617, 2618, 209]"
ham,Ok lor.,0,ok lor,"[3, 18]"
ham,I thought slide is enough.,0,think slide,"[14, 1932]"
ham,Yup,0,yup,[155]
ham,Well obviously not because all the people in my cool college life went home ;_;,0,obviously people cool college life home _,"[1405, 121, 164, 492, 72, 17]"
ham,Ok lor Ì_ reaching then message me.,0,ok lor ì _ reach message,"[3, 18, 33, 124, 50]"
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0,mummys boy good bad positive negative mummy wait hmmmm,"[8153, 195, 4, 173, 8154, 8155, 1810, 43, 8156]"
ham,Dhoni have luck to win some big title.so we will win:),0,dhoni luck win big titleso win,"[8157, 636, 22, 151, 8158, 22]"
ham,Yes princess! I want to please you every night. Your wish is my command...,0,yes princess want night wish command,"[64, 240, 7, 37, 87, 8159]"
ham,What Today-sunday..sunday is holiday..so no work..,0,todaysundaysunday holidayso work,"[1939, 1940, 30]"
ham,No probably  &lt;#&gt; %.,0,probably %,[221]
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,0,hope work stressful gr8 day,"[36, 30, 8160, 391, 8]"
ham,Have you seen who's back at Holby?!,0,holby,[8161]
ham,Shall call now dear having food,0,shall dear food,"[220, 46, 327]"
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,1,urgent try contact weekend draw win å£1000 prize guarantee 09064017295 claim code k52 valid 12hrs 150p pm,"[93, 41, 80, 171, 149, 22, 203, 58, 126, 8162, 38, 248, 1791, 321, 751, 263, 314]"
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,0,li hai bore da lecturer repeat week stuff waste time,"[8163, 1009, 979, 32, 8164, 2341, 27, 140, 701, 10]"
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",0,pick point | yeovil | motor project 3 hour | home || 12 530 max || easy,"[62, 213, 8165, 8166, 499, 77, 119, 17, 511, 935, 8167, 197]"
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,0,fuck family rhode island fuck leave week new bong gt,"[212, 367, 8168, 1371, 212, 45, 27, 26, 8169, 853]"
ham,Ofcourse I also upload some songs,0,ofcourse upload song,"[8170, 1644, 454]"
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,1,2p min germany 08448350055 bt line 2p min check planettalkinstantcom info ts cs text stop opt,"[3605, 69, 1863, 8171, 328, 142, 3605, 69, 113, 8172, 540, 2319, 531, 12, 20, 535]"
ham,K. I will sent it again,0,send,[5]
ham,Oh thanks a lot..i already bought 2 eggs ..,0,oh thank loti buy egg,"[42, 54, 8173, 74, 1054]"
ham,K. I will sent it again,0,send,[5]
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,0,study sch home ill sch later,"[390, 349, 17, 9, 349, 28]"
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1,marvel mobile play official ultimate spiderman game å£450 mobile right text spider 83338 game ll send free 8ball wallpaper,"[8174, 23, 136, 1217, 8175, 8176, 236, 1416, 23, 59, 12, 8177, 8178, 236, 276, 5, 2, 8179, 3580]"
ham,I think if he rule tamilnadu..then its very tough for our people.,0,think rule tamilnaduthen tough people,"[14, 1700, 8180, 878, 121]"
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0,cool shall tip home drop later lets town tonight maybe mum,"[164, 220, 3500, 17, 320, 28, 1180, 282, 99, 243, 400]"
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",0,good afternoon love day sleep hope boytoy think,"[4, 262, 11, 8, 71, 36, 459, 14]"
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,0,yes trust buy new stuff asap try,"[64, 702, 74, 26, 140, 736, 41]"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,sm service inclusive text credit pls goto wwwcomuknet login= 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,"[190, 75, 1409, 12, 272, 47, 847, 1330, 998, 1588, 418, 20, 630, 189, 103, 1997, 1998, 1589]"
ham,Why did I wake up on my own &gt;:(,0,wake gt,"[159, 853]"
ham,Now get step 2 outta the way. Congrats again.,0,step outta way congrat,"[1435, 1747, 55, 404]"
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,0,love law happy person love way friendship law friend feel alive gud night,"[11, 1315, 49, 137, 11, 55, 348, 1315, 52, 53, 2503, 115, 37]"
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,private 2003 account statement 07808247860 800 unredeemed point 08719899229 identifier code 40411 expire 061104,"[389, 575, 158, 407, 8181, 576, 551, 213, 8182, 671, 248, 8183, 408, 8184]"
ham,Apo all other are mokka players only,0,apo mokka player,"[8185, 3528, 359]"
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",0,easy account identification tomorrow uni,"[197, 158, 8186, 63, 1365]"
ham,Wait . I will msg after  &lt;#&gt;  min.,0,wait msg min,"[43, 60, 69]"
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0,tell tell stupid hear tell dad brother speak,"[13, 13, 711, 157, 13, 254, 371, 146]"
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,0,god love limit god grace measure god power boundary god endless blessing life gud ni8,"[168, 11, 1420, 168, 2508, 2236, 168, 867, 8187, 168, 8188, 1444, 72, 115, 605]"
ham,I want to be inside you every night...,0,want inside night,"[7, 1036, 37]"
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",0,machan gym tomorrow wil late goodnight,"[1460, 625, 63, 415, 57, 859]"
